"Species_Name","ID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Leptosiphon jepsonii","55.5",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
"Microseris douglasii","55.5",1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
"Minuartia douglasii","55.5",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Plantago erecta","55.5",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","55.5",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Tetrapteron graciliflorum","55.5",1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
"Acmispon parviflorus","56.1",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1
"Bromus hordeaceus","56.1",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Bromus madritensis","56.1",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Clarkia purpurea","56.1",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
"Erodium cicutarium","56.1",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"Festuca microstachys","56.1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Festuca myuros","56.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"Hypochaeris glabra","56.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"Navarretia pubescens","56.1",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","56.1",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"Acmispon parviflorus","56.2",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1
"Bromus hordeaceus","56.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Clarkia purpurea","56.2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"Erodium cicutarium","56.2",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Festuca microstachys","56.2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","56.2",1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
"Gastridium phleoides","56.2",1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"Hypochaeris glabra","56.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"Navarretia pubescens","56.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Plantago erecta","56.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Acmispon parviflorus","56.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Aira caryophyllea","56.3",1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","56.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Clarkia purpurea","56.3",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Daucus pusillus","56.3",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Erodium cicutarium","56.3",1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"Leptosiphon bicolor","56.3",1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
"Navarretia pubescens","56.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Acmispon parviflorus","56.4",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"Bromus hordeaceus","56.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Daucus pusillus","56.4",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Holocarpha virgata","56.4",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"Hypochaeris glabra","56.4",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"Leptosiphon bicolor","56.4",1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
"Plantago erecta","56.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Acmispon parviflorus","56.5",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bromus hordeaceus","56.5",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
"Daucus pusillus","56.5",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hypochaeris glabra","56.5",1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0
"Leptosiphon bicolor","56.5",1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0
"Madia exigua","56.5",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Navarretia pubescens","56.5",1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
"Plantago erecta","56.5",1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
"Acmispon wrangelianus","57.1",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"Astragalus gambelianus","57.1",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"Bromus hordeaceus","57.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus madritensis","57.1",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
"Clarkia purpurea","57.1",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"Daucus pusillus","57.1",1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
"Elymus caput-medusae","57.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Erodium cicutarium","57.1",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
"Festuca microstachys","57.1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","57.1",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
"Holocarpha virgata","57.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Navarretia pubescens","57.1",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"Trifolium albopurpureum","57.1",1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"Acmispon wrangelianus","57.2",1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
"Bromus hordeaceus","57.2",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clarkia purpurea","57.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"Daucus pusillus","57.2",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"Elymus caput-medusae","57.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Epilobium brachycarpum","57.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","57.2",1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
"Holocarpha virgata","57.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hypochaeris glabra","57.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Navarretia pubescens","57.2",1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1
"Plantago erecta","57.2",1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
"Trifolium albopurpureum","57.2",1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"Bromus hordeaceus","57.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Clarkia purpurea","57.3",1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1
"Erodium cicutarium","57.3",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
"Festuca microstachys","57.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holocarpha virgata","57.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hypochaeris glabra","57.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lasthenia californica","57.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia pubescens","57.3",1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
"Trifolium albopurpureum","57.3",1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Bromus hordeaceus","57.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Clarkia purpurea","57.4",1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"Erodium cicutarium","57.4",1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
"Festuca myuros","57.4",1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0
"Holocarpha virgata","57.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hypochaeris glabra","57.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Navarretia pubescens","57.4",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"Plantago erecta","57.4",1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
"Trifolium albopurpureum","57.4",1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1
"Bromus hordeaceus","57.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Castilleja attenuata","57.5",1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Holocarpha virgata","57.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lasthenia californica","57.5",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Navarretia pubescens","57.5",1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0
"Plantago erecta","57.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Acmispon wrangelianus","58.1",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"Avena fatua","58.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","58.1",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"Elymus caput-medusae","58.1",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"Epilobium brachycarpum","58.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","58.1",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"Hypochaeris glabra","58.1",1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
"Lactuca serriola","58.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Trifolium hirtum","58.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Avena fatua","58.2",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","58.2",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
"Elymus caput-medusae","58.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"Galium aparine","58.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gastridium phleoides","58.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","58.2",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"Avena fatua","58.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Elymus caput-medusae","58.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Hypochaeris glabra","58.3",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Vicia villosa","58.3",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Avena fatua","58.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Bromus hordeaceus","58.4",1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"Cerastium glomeratum","58.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","58.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"Epilobium brachycarpum","58.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Erodium cicutarium","58.4",1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"Hypochaeris glabra","58.4",1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1
"Lactuca serriola","58.4",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Medicago polymorpha","58.4",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","58.5",1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"Elymus caput-medusae","58.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Epilobium brachycarpum","58.5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","58.5",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"Gastridium phleoides","58.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","58.5",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"Lactuca serriola","58.5",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium hirtum","58.5",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"Avena fatua","59.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","59.1",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
"Bromus madritensis","59.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elymus caput-medusae","59.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"Epilobium brachycarpum","59.1",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","59.1",1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"Lactuca serriola","59.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Vicia villosa","59.1",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Acmispon wrangelianus","59.2",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Avena fatua","59.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus diandrus","59.2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","59.2",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1
"Clarkia purpurea","59.2",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
"Elymus caput-medusae","59.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"Epilobium brachycarpum","59.2",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","59.2",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","59.2",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"Lactuca serriola","59.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Navarretia pubescens","59.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","59.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","59.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","59.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"Clarkia purpurea","59.3",1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
"Erodium cicutarium","59.3",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"Holocarpha virgata","59.3",1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"Medicago polymorpha","59.3",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia pubescens","59.3",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","59.3",1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Trifolium willdenovii","59.3",1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Avena fatua","59.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","59.4",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
"Clarkia purpurea","59.4",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","59.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Erodium cicutarium","59.4",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Galium murale","59.4",1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"Lactuca serriola","59.4",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Plantago erecta","59.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium obtusiflorum","59.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","59.5",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"Daucus pusillus","59.5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","59.5",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"Epilobium brachycarpum","59.5",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","59.5",1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"Holocarpha virgata","59.5",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"Acmispon wrangelianus","60.1",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"Avena fatua","60.1",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"Bromus hordeaceus","60.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"Elymus caput-medusae","60.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Holocarpha virgata","60.1",1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
"Navarretia pubescens","60.1",1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","60.1",1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","60.2",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Avena fatua","60.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","60.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Clarkia purpurea","60.2",1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0
"Elymus caput-medusae","60.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"Epilobium brachycarpum","60.2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","60.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","60.3",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"Avena fatua","60.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","60.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"Castilleja attenuata","60.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","60.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"Epilobium brachycarpum","60.3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","60.3",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lupinus bicolor","60.3",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1
"Navarretia pubescens","60.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium willdenovii","60.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","60.4",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
"Avena fatua","60.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","60.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"Clarkia purpurea","60.4",1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
"Elymus caput-medusae","60.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Erodium cicutarium","60.4",1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
"Holocarpha virgata","60.4",1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"Hypochaeris glabra","60.4",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"Navarretia pubescens","60.4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Plagiobothrys nothofulvus","60.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thysanocarpus curvipes","60.4",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","60.5",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"Amsinckia menziesii","60.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","60.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus diandrus","60.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","60.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"Clarkia purpurea","60.5",1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"Elymus caput-medusae","60.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"Epilobium brachycarpum","60.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erodium cicutarium","60.5",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"Holocarpha virgata","60.5",1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Lupinus bicolor","60.5",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0
"Plagiobothrys nothofulvus","60.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","61.1",1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
"Bromus hordeaceus","61.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"Cerastium glomeratum","61.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","61.1",1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Elymus caput-medusae","61.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Euphorbia crenulata","61.1",1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Festuca perennis","61.1",1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
"Geranium dissectum","61.1",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0
"Hesperevax sparsiflora","61.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holocarpha virgata","61.1",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hypochaeris glabra","61.1",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Lepidium nitidum","61.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","61.1",1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"Trifolium depauperatum","61.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Avena fatua","61.2",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Bromus hordeaceus","61.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"Cerastium glomeratum","61.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","61.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Festuca microstachys","61.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca myuros","61.2",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galium murale","61.2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gastridium phleoides","61.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geranium dissectum","61.2",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
"Hordeum marinum","61.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium depauperatum","61.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","61.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Bromus hordeaceus","61.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
